8,9,2090,Alaska,Fairbanks North Star,80.5,79.7,81.3,70.7,68.2,73.2,85.2,80.2,90.3,83.5,76.8,90.3,89.5,76.8,102.1,81.3,80.4,82.1,917.0,312.0,291.0,332.0,685.0,573.0,796.0,,,,251.0,164.0,368.0,179.0,115.0,266.0,284.0,262.0,306.0,65.0,68.0,53.0,87.0,138.0,77.0,228.0,,,,,,,,,,50.0,34.0,71.0,62.0,5.0,4.0,7.0,,,,,,,,,,,,,,,,11,10,12,12,11,13,7,6.0,9.0,,,11480,12,7101,7,44.0,15.0,11.0,20.0,,,,,,,,,,,,,,,,81.0,12.0,9.0,14.0,22.0,12.0,38.0,,,,,,,,,,12.0,9.0,15.0,33,31,34,8606,14,12,16,1964,8,6,10,173,576,1114.0,74.0,,,,,,,,,,,,,,74076,66629,81523,54938.0,42200.0,67676.0,59063.0,48707.0,69419.0,69630.0,40460.0,98800.0,67179.0,40488.0,93870.0,81096.0,76092.0,86100.0,22,37.0,15.0,8.0,6.0,11.0,37.0,23.0,56.0,,,,,,,,,,5.0,3.0,7.0,132.0,27.0,22.0,31.0,27.0,56.0,33.0,89.0,,,,,,,,,,25.0,20.0,31.0,128.0,26.0,21.0,30.0,51.0,32.0,78.0,,,,,,,,,,24.0,19.0,29.0,217,68.0,9500.0,30.0,147,21322,59,57,61,4751,14,12,15,86,31042,84,88,96849,23.8,11.2,4638,4.8,7916,8.2,3283,3.4,571,0.6,7938,8.2,67064,69.2,467,1,0.0,1.0,46.2,30124.0,30.9,
9,10,2100,Alaska,Haines,87.5,82.0,93.0,,,,,,,,,,,,,,,,23.0,193.0,114.0,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,12,11,14,7,4.0,12.0,,,330,13,187,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,30,33,226,15,12,18,45,10,7,14,40,2530,,,,,,,,,,,,,,,,62548,53387,71709,18750.0,2408.0,35092.0,,,,,,,,,,59539.0,29044.0,90034.0,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,200.0,0.0,7,669,66,55,78,74,8,0,17,84,844,78,90,2530,18.0,21.7,14,0.6,274,10.8,22,0.9,0,0.0,91,3.6,1950,77.1,7,0,0.0,3.0,50.2,2508.0,100.0,
10,11,2105,Alaska,Hoonah-Angoon,84.2,77.3,91.1,,,,,,,,,,,,,,,,25.0,273.0,162.0,432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,15,15,14,16,15,7.0,25.0,,,330,16,834,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,34,36,297,23,20,27,61,15,10,20,186,537,,,,,,,,,,,,,,,,53141,45817,60465,39107.0,31927.0,46287.0,,,,,,,73125.0,57564.0,88686.0,70833.0,60018.0,81648.0,49,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,200.0,0.0,0,597,75,70,81,34,5,0,9,64,507,60,68,2148,17.8,24.0,47,2.2,818,38.1,21,1.0,4,0.2,128,6.0,1002,46.6,0,0,0.0,2.0,46.8,,,
11,12,2110,Alaska,Juneau,81.1,79.6,82.5,70.3,67.3,73.2,90.1,80.0,100.2,,,,,,,82.7,80.9,84.4,339.0,307.0,273.0,341.0,670.0,531.0,834.0,,,,,,,,,,273.0,235.0,310.0,14.0,51.0,28.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,12,11,13,6,5.0,8.0,,,3380,10,1847,6,25.0,26.0,17.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,32,35,2502,12,11,14,504,7,5,9,119,841,354.0,83.0,,,,,,,,,,,,,,85419,78159,92679,63306.0,43353.0,83259.0,102500.0,68655.0,136345.0,118214.0,19729.0,216699.0,50509.0,20275.0,80743.0,93409.0,86304.0,100514.0,28,36.0,22.0,4.0,2.0,8.0,,,,,,,,,,,,,,,,38.0,23.0,16.0,32.0,24.0,,,,,,,,,,,,,,,,28.0,17.0,12.0,25.0,,,,,,,,,,,,,,,,31,62.0,3100.0,30.0,221,8212,65,62,68,1225,10,8,12,91,11493,89,93,31974,21.1,14.0,398,1.2,3855,12.1,2210,6.9,392,1.2,2236,7.0,20481,64.1,318,1,1.0,2.0,49.1,6738.0,21.5,
12,13,2122,Alaska,Kenai Peninsula,79.0,78.1,79.8,76.9,74.2,79.7,,,,,,,85.7,78.5,93.0,78.7,77.7,79.6,784.0,347.0,321.0,373.0,397.0,305.0,508.0,,,,,,,,,,358.0,329.0,387.0,34.0,64.0,44.0,90.0,,,,,,,,,,,,,,,,26.0,5.0,3.0,8.0,,,,,,,,,,,,,,,,13,12,14,14,13,15,10,8.0,12.0,,,8070,14,3233,6,37.0,21.0,15.0,29.0,,,,,,,,,,,,,,,,41.0,10.0,7.0,14.0,,,,,,,,,,,,,,,,34,33,36,6001,18,16,20,1408,10,8,13,128,783,618.0,85.0,9.0,5.0,13.0,,,,,,,,,,,68625,60563,76687,38281.0,17924.0,58638.0,,,,,,,58125.0,35937.0,80313.0,68669.0,64750.0,72588.0,38,52.0,22.0,4.0,2.0,7.0,,,,,,,,,,,,,,,,76.0,26.0,20.0,32.0,26.0,,,,,,,,,,,,,,,,61.0,21.0,16.0,27.0,,,,,,,,,,,,,,,,78,59.0,5900.0,23.0,42,15750,73,71,75,2536,12,11,14,79,17195,78,81,58708,22.5,18.4,410,0.7,4698,8.0,1091,1.9,179,0.3,2506,4.3,46980,80.0,278,1,0.0,1.0,47.8,43953.0,79.3,
13,14,2130,Alaska,Ketchikan Gateway,80.1,78.4,81.7,70.9,66.4,75.3,,,,,,,,,,80.9,79.2,82.6,170.0,321.0,270.0,371.0,723.0,535.0,955.0,,,,,,,,,,259.0,206.0,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,13,13,12,14,11,8.0,15.0,,,1800,13,218,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,31,33,1498,18,15,20,350,11,8,14,144,695,186.0,83.0,,,,,,,,,,,,,,75706,67486,83926,41216.0,34581.0,47851.0,69013.0,60228.0,77798.0,50000.0,23245.0,76755.0,52813.0,23444.0,82182.0,82338.0,76871.0,87805.0,41,28.0,27.0,,,,,,,,,,,,,,,,,,,17.0,23.0,13.0,37.0,25.0,,,,,,,,,,,,,,,,13.0,19.0,10.0,32.0,,,,,,,,,,,,,,,,41,36.0,1400.0,55.0,224,3322,62,59,64,719,14,11,16,85,4574,83,86,13901,21.7,16.5,132,0.9,1927,13.9,1133,8.2,50,0.4,775,5.6,8877,63.9,146,1,1.0,2.0,48.9,3125.0,23.2,
14,15,2150,Alaska,Kodiak Island,81.1,79.1,83.2,71.5,67.1,75.9,94.6,78.5,110.7,,,,,,,80.1,77.8,82.4,120.0,286.0,233.0,338.0,650.0,447.0,912.0,,,,,,,,,,284.0,217.0,364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,12,11,13,7,4.0,10.0,,,1680,12,626,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,33,35,1874,22,19,25,487,14,10,18,100,1000,181.0,88.0,,,,,,,,,,,,,,79669,70067,89271,53857.0,41004.0,66710.0,83807.0,26896.0,140718.0,,,,99241.0,67203.0,131279.0,92588.0,81851.0,103325.0,52,,19.0,,,,,,,,,,,,,,,,,,,18.0,25.0,15.0,40.0,27.0,,,,,,,,,,,,,,,,14.0,21.0,11.0,35.0,,,,,,,,,,,,,,,,12,10.0,1400.0,16.0,116,2326,55,50,59,418,11,7,14,84,3569,79,89,12998,24.9,11.4,142,1.1,1700,13.1,2852,21.9,130,1.0,1123,8.6,6383,49.1,871,7,5.0,9.0,46.9,4257.0,31.3,
15,16,2158,Alaska,Kusilvak,67.2,64.7,69.7,,,,,,,,,,,,,,,,137.0,679.0,557.0,801.0,,,,,,,,,,,,,,,,31.0,230.0,156.0,326.0,,,,,,,,,,,,,,,,28.0,18.0,12.0,26.0,,,,,,,,,,,,,,,,29,27,31,25,23,26,5,2.0,8.0,,,2290,28,3121,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,41,44,1148,25,22,29,250,7,5,10,60,1663,165.0,65.0,28.0,22.0,33.0,,,,,,,,,,,35369,30879,39859,,,,,,,,,,,,,,,,100,,,25.0,13.0,41.0,,,,,,,,,,,,,,,,50.0,123.0,90.0,165.0,122.0,,,,,,,,,,,,,,,,27.0,66.0,43.0,96.0,,,,,,,,,,,,,,,,,,,,0,1236,72,68,75,127,9,5,13,65,1126,62,68,8314,41.4,6.1,32,0.4,7683,92.4,36,0.4,2,0.0,249,3.0,281,3.4,69,1,0.0,2.0,47.3,,,
16,17,2164,Alaska,Lake and Peninsula,,,,,,,,,,,,,,,,,,,20.0,464.0,279.0,724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,20,17,16,19,12,6.0,19.0,,,240,17,710,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,36,39,243,25,21,28,58,12,9,16,188,531,,,,,,,,,,,,,,,,51693,44411,58975,34485.0,22370.0,46600.0,,,,,,,,,,88125.0,74013.0,102237.0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,200.0,0.0,0,301,71,67,76,31,8,0,18,65,275,62,69,1592,28.6,11.5,20,1.3,982,61.7,49,3.1,5,0.3,55,3.5,355,22.3,4,0,0.0,3.0,48.9,1631.0,100.0,
17,18,2170,Alaska,Matanuska-Susitna,79.6,78.9,80.3,75.2,72.5,78.0,78.9,73.1,84.6,79.3,70.6,88.0,78.6,74.3,83.0,80.2,79.5,80.9,1150.0,328.0,309.0,347.0,466.0,374.0,559.0,343.0,222.0,506.0,482.0,299.0,737.0,328.0,227.0,458.0,311.0,290.0,331.0,44.0,38.0,28.0,51.0,88.0,42.0,162.0,,,,,,,,,,28.0,18.0,41.0,37.0,4.0,3.0,5.0,,,,,,,,,,,,,,,,12,11,13,13,12,15,9,8.0,10.0,,,13070,13,6785,8,54.0,17.0,13.0,22.0,,,,,,,,,,,,,,,,100.0,14.0,11.0,17.0,28.0,16.0,46.0,,,,,,,,,,13.0,10.0,16.0,33,32,35,11156,17,16,19,3125,10,8,12,78,1289,1413.0,83.0,10.0,8.0,13.0,,,,,,,,,,,75856,71505,80207,55909.0,49378.0,62440.0,,,,60052.0,38474.0,81630.0,77000.0,63921.0,90079.0,76967.0,74410.0,79524.0,42,46.0,13.0,6.0,5.0,8.0,,,,,,,,,,,,,,,,118.0,23.0,19.0,27.0,22.0,36.0,18.0,64.0,,,,,,,,,,23.0,18.0,27.0,117.0,22.0,18.0,26.0,38.0,22.0,62.0,,,,,,,,,,21.0,17.0,26.0,127,110.0,13100.0,18.0,58,24059,77,76,78,4084,14,12,15,87,27045,86,87,108317,26.4,12.7,1303,1.2,7525,6.9,1872,1.7,465,0.4,5613,5.2,85160,78.6,782,1,1.0,1.0,48.1,44759.0,50.3,
18,19,2180,Alaska,Nome,70.5,68.5,72.5,67.6,65.3,69.8,,,,,,,,,,85.7,75.1,96.2,157.0,606.0,509.0,703.0,,,,,,,,,,,,,,,,21.0,151.0,94.0,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,18,22,19,17,20,7,4.0,10.0,,,1890,19,3616,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,36,39,1331,23,20,26,359,10,7,13,160,625,151.0,77.0,21.0,16.0,26.0,,,,,,,,,,,58464,51333,65595,47692.0,43540.0,51844.0,,,,87917.0,3301.0,172533.0,64000.0,2858.0,125142.0,104250.0,88571.0,119929.0,74,,54.0,,,,,,,,,,,,,,,,,,,30.0,63.0,42.0,91.0,60.0,,,,,,,,,,,,,,,,16.0,32.0,18.0,52.0,,,,,,,,,,,,,,,,50,46.0,1400.0,69.0,0,1720,60,58,63,313,12,10,15,74,2108,71,77,10004,34.6,8.0,79,0.8,7531,75.3,147,1.5,19,0.2,288,2.9,1487,14.9,165,2,0.0,5.0,47.4,6270.0,66.1,
19,20,2185,Alaska,North Slope,76.9,74.2,79.6,,,,,,,,,,,,,,,,104.0,368.0,295.0,442.0,,,,,,,,,,,,,,,,12.0,116.0,60.0,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,15,14,13,15,6,3.0,9.0,,,1280,13,1244,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,33,36,1137,17,15,20,278,10,7,13,61,1639,135.0,68.0,10.0,5.0,14.0,,,,,,,,,,,84784,73385,96183,58973.0,49268.0,68678.0,118250.0,73053.0,163447.0,165450.0,90250.0,240650.0,,,,135625.0,102765.0,168485.0,41,13.0,19.0,,,,,,,,,,,,,,,,,,,15.0,32.0,18.0,53.0,31.0,,,,,,,,,,,,,,,,16.0,33.0,19.0,53.0,,,,,,,,,,,,,,,,59,34.0,1000.0,93.0,0,1042,53,50,55,178,10,6,15,70,1382,64,76,9832,26.8,7.5,150,1.5,5226,53.2,539,5.5,177,1.8,426,4.3,3043,30.9,117,1,0.0,2.0,37.6,5595.0,59.3,
20,21,2188,Alaska,Northwest Arctic,71.1,68.3,73.9,,,,,,,,,,,,,,,,124.0,620.0,507.0,734.0,,,,,,,,,,,,,,,,22.0,201.0,126.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,20,23,19,18,21,15,10.0,21.0,,,1640,21,2562,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,39,42,1014,23,20,26,249,9,6,12,144,693,124.0,78.0,28.0,14.0,41.0,,,,,,,,,,,61660,53503,69817,47188.0,42131.0,52245.0,148750.0,65636.0,231864.0,78594.0,75141.0,82047.0,,,,121974.0,103775.0,140173.0,96,,50.0,,,,,,,,,,,,,,,,,,,33.0,82.0,56.0,116.0,86.0,,,,,,,,,,,,,,,,22.0,57.0,36.0,87.0,,,,,,,,,,,,,,,,42,51.0,1100.0,85.0,0,1009,56,53,59,153,10,6,13,77,1376,72,81,7621,36.2,7.3,99,1.3,6068,79.6,76,1.0,17,0.2,281,3.7,812,10.7,44,1,0.0,2.0,46.2,4323.0,57.5,
21,22,2195,Alaska,Petersburg,81.4,77.8,85.0,,,,,,,,,,,,,,,,36.0,292.0,197.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,13,13,12,14,9,5.0,15.0,,,450,14,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,32,34,343,18,15,20,83,12,8,15,92,1089,,,,,,,,,,,,,,,,71296,62885,79707,34453.0,32302.0,36604.0,43750.0,13759.0,73741.0,22000.0,17584.0,26416.0,66512.0,65446.0,67578.0,82500.0,72094.0,92906.0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,300.0,0.0,0,817,69,64,73,110,9,5,14,82,974,76,88,3266,20.2,20.5,53,1.6,370,11.3,121,3.7,31,0.9,188,5.8,2317,70.9,23,1,0.0,2.0,48.1,,,
22,23,2198,Alaska,Prince of Wales-Hyder,74.9,71.5,78.4,69.3,65.1,73.5,,,,,,,,,,81.5,72.1,90.9,113.0,491.0,392.0,590.0,670.0,503.0,874.0,,,,,,,,,,400.0,285.0,547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,17,16,15,17,12,6.0,19.0,,,1150,18,821,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,34,37,879,23,20,26,208,14,10,18,145,689,,,,,,,,,,,,,,,,50049,43057,57041,43942.0,37948.0,49936.0,68125.0,21389.0,114861.0,,,,,,,56369.0,49203.0,63535.0,58,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,0.0,700.0,,0,1725,73,69,77,187,8,6,11,66,1560,62,69,6203,22.3,18.1,35,0.6,2644,42.6,77,1.2,27,0.4,241,3.9,2788,44.9,8,0,0.0,1.0,45.1,,,
23,24,2220,Alaska,Sitka,81.3,79.2,83.5,,,,,,,,,,,,,,,,94.0,295.0,237.0,364.0,590.0,378.0,878.0,,,,,,,,,,275.0,211.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,12,11,13,7,4.0,11.0,,,960,11,367,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,30,32,936,17,15,20,201,10,7,13,130,772,216.0,87.0,,,,,,,,,,,,,,80660,72499,88821,38321.0,29969.0,46673.0,91591.0,76641.0,106541.0,,,,55500.0,27992.0,83008.0,81406.0,71290.0,91522.0,48,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10.0,900.0,28.0,174,2102,59,56,63,433,13,10,16,84,2986,81,87,8493,20.6,16.1,74,0.9,1335,15.7,649,7.6,36,0.4,629,7.4,5236,61.7,60,1,0.0,1.0,49.0,1854.0,20.9,
24,25,2230,Alaska,Skagway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,11,12,11,13,5,2.0,10.0,,,140,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,29,32,123,15,13,18,16,9,5,12,338,296,,,,,,,,,,,,,,,,74898,65796,84000,45625.0,9045.0,82205.0,,,,,,,51500.0,44154.0,58846.0,77604.0,69741.0,85467.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,100.0,0.0,67,200,53,47,60,7,2,0,13,84,316,79,90,1183,15.4,15.8,10,0.8,65,5.5,28,2.4,3,0.3,79,6.7,956,80.8,4,0,0.0,4.0,47.6,,,
25,26,2240,Alaska,Southeast Fairbanks,78.5,75.9,81.1,,,,,,,,,,,,,,,,89.0,371.0,295.0,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,14,14,13,15,10,8.0,13.0,,,1020,15,1323,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,31,34,964,23,20,27,232,13,9,17,44,2298,,,,,,,,,,,,,,,,69646,61920,77372,28750.0,14926.0,42574.0,,,,,,,70982.0,49582.0,92382.0,82311.0,71515.0,93107.0,58,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,700.0,0.0,4,1595,74,69,78,111,5,2,9,72,1553,67,76,6893,24.9,15.6,122,1.8,830,12.0,169,2.5,41,0.6,482,7.0,4992,72.4,237,4,1.0,6.0,45.0,7029.0,100.0,
26,27,2261,Alaska,Valdez-Cordova,78.8,76.6,80.9,,,,,,,,,,,,,,,,119.0,345.0,279.0,411.0,691.0,451.0,1012.0,,,,,,,,,,313.0,247.0,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,12,12,11,13,7,5.0,11.0,,,1110,12,1476,15,,,,,,,,,,,,,,,,,,,,12.0,18.0,9.0,32.0,,,,,,,,,,,,,,,,31,30,32,822,14,12,17,217,10,7,13,98,1022,,,,,,,,,,,,,,,,74574,63877,85271,40603.0,22152.0,59054.0,,,,,,,67061.0,41959.0,92163.0,85457.0,77582.0,93332.0,43,,33.0,,,,,,,,,,,,,,,,,,,14.0,31.0,17.0,54.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6.0,900.0,14.0,9,2371,75,71,79,189,6,2,10,80,2555,76,85,9202,23.3,14.4,75,0.8,1314,14.3,467,5.1,53,0.6,518,5.6,6327,68.8,25,0,0.0,1.0,47.0,9636.0,100.0,
27,28,2275,Alaska,Wrangell,78.5,72.8,84.3,,,,,,,,,,,,,,,,33.0,350.0,222.0,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12,15,14,13,16,19,11.0,30.0,,,330,13,156,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,33,36,285,20,17,22,72,14,10,18,0,2502,,,,,,,,,,,,,,,,62496,53448,71544,37000.0,14347.0,59653.0,118438.0,99485.0,137391.0,,,,29015.0,28314.0,29716.0,62614.0,53524.0,71704.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,200.0,0.0,0,697,68,61,74,71,7,4,11,74,758,69,79,2502,19.7,24.5,15,0.6,417,16.7,79,3.2,1,0.0,76,3.0,1666,66.6,5,0,0.0,2.0,48.0,,,
28,29,2282,Alaska,Yakutat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,15,15,14,15,10,3.0,23.0,,,80,12,168,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,35,37,76,20,17,24,14,13,8,17,0,579,,,,,,,,,,,,,,,,61587,52836,70338,53750.0,41279.0,66221.0,,,,,,,78125.0,39135.0,117115.0,81250.0,74140.0,88360.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,145,66,56,76,8,4,0,21,72,157,65,78,579,17.6,21.1,12,2.1,238,41.1,35,6.0,7,1.2,27,4.7,182,31.4,6,1,0.0,8.0,44.6,662.0,100.0,
29,30,2290,Alaska,Yukon-Koyukuk,72.0,69.2,74.8,,,,,,,,,,,,,,,,100.0,593.0,470.0,716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,18,21,18,17,20,10,7.0,13.0,,,1190,22,2780,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,38,40,825,27,23,30,175,12,8,15,172,581,634.0,67.0,20.0,11.0,29.0,,,,,,,,,,,42063,36284,47842,32674.0,29024.0,36324.0,75833.0,60215.0,91451.0,,,,46667.0,9055.0,84279.0,64514.0,59250.0,69778.0,44,,26.0,26.0,13.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,600.0,0.0,2,1344,72,69,75,155,10,6,13,43,796,39,47,5230,27.9,15.7,42,0.8,3595,68.7,29,0.6,9,0.2,164,3.1,1159,22.2,5,0,0.0,1.0,47.2,5588.0,100.0,
